class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
p,8.77754204079389,s,t,p,t,d,c,p,4.697828983533155,14.497076609346133,e,f,f,d,a
e,6.040581482038464,x,t,e,f,a,d,g,7.222354459528766,6.3519096673063284,g,f,g,d,a
p,6.668717196803638,x,d,e,t,p,c,r,6.4244417679872985,35.160505694208744,e,f,f,d,u
p,2.3540207435125318,b,g,g,f,a,d,g,6.481710032007767,2.228741364288759,y,f,f,d,a
e,8.404553540401457,f,s,b,f,x,c,w,5.4833795469659785,13.12301883121137,w,f,f,d,w
e,5.492936617643517,f,s,n,f,e,c,n,4.3407539462074824,12.59112214302026,y,t,r,w,u
p,0.2794496728862541,b,g,n,f,a,c,n,3.115137370289328,3.4381341862467063,n,f,f,g,u
p,7.738408801396711,x,g,o,f,a,c,y,6.558597703507504,18.90752788622736,o,f,f,d,u
p,1.9163689261064025,x,i,y,f,a,c,y,6.257147614109149,0.6014582426508956,o,f,r,m,a
p,7.470604329553388,x,t,n,t,p,c,n,5.3094432308581725,29.92797177456145,n,f,f,d,u
p,7.436495233382167,x,t,y,t,p,c,y,6.219293566105196,13.095371111987737,y,f,f,d,a
p,0.6580780281554743,s,w,p,f,a,c,o,4.718136845597936,2.3202206503865193,y,f,f,d,a
e,9.433123794070179,x,y,n,f,a,c,n,8.631210822198671,19.048509283104597,w,t,r,h,u
e,8.5052488999696,x,e,y,f,a,c,e,5.091713861096491,13.778465144896654,w,f,f,d,u
e,8.697205954650176,f,h,k,f,d,c,n,5.1453163465715255,12.049909223010363,w,t,l,w,a
p,2.67947760857668,o,s,o,f,f,f,f,6.198968615556212,4.628238877477603,n,f,f,d,u
e,8.520098298378935,x,t,w,f,a,c,p,8.372826486838145,17.875704546488524,w,f,f,d,a
p,5.368799267211758,o,t,w,f,f,f,f,5.201525206101614,27.945559210656718,n,t,f,l,w
e,5.602784418640463,f,t,g,f,a,c,w,5.963316220361494,12.680665795936541,g,f,f,d,a
e,0.9057791852471306,b,g,k,f,a,d,g,4.7713018731130035,0.3289245642802303,g,f,f,d,a
e,3.2961816365697714,x,w,y,f,s,d,f,3.832426693340915,5.6987139232897945,w,f,f,d,u
p,0.5353939479710272,b,t,n,f,a,c,n,5.914114730929951,2.354427784082137,n,f,f,d,u
e,9.086829076675743,f,s,w,f,e,d,w,8.323664546836842,18.191984369615028,w,t,l,m,u
p,7.8179878444158,o,t,o,f,a,c,o,3.7669404933823953,32.454494798494096,w,f,f,d,u
p,1.991760930464489,f,y,y,f,a,c,y,4.200438962678352,2.324951048196911,n,f,f,d,u
e,5.506215196485616,x,e,l,f,a,c,w,7.817105077732655,10.011101832251773,w,f,f,d,u
p,6.166394285476473,x,s,n,f,x,c,w,9.213745371038833,7.100568142383192,n,f,f,d,u
e,7.173246338690009,x,k,n,t,p,c,y,10.573508187599403,44.750916813041584,n,f,f,d,a
e,8.741711065842457,o,t,n,f,p,c,y,6.122824990765662,19.202831984023593,n,f,f,h,w
p,3.0457558068303197,x,t,o,f,e,c,o,4.490948806516788,8.773970816679261,w,f,f,d,u
p,2.875765691896241,f,w,u,f,a,c,u,5.1601600738823805,4.819063004060794,w,f,f,d,u
e,1.7999465605102158,x,g,k,f,a,d,y,1.7024691623113677,1.011131559505668,g,f,f,d,u
p,4.3246083108083475,b,y,n,t,a,c,k,5.315911791110488,8.727857882105011,w,f,f,d,u
p,3.784177620779359,f,t,n,f,x,c,n,5.9789489040335715,4.6475308338868775,n,f,f,d,u
e,3.7220284911642696,x,t,p,f,a,c,y,4.53902061237232,16.29383890131872,y,f,f,d,a
e,6.98534656754155,f,t,o,f,d,c,o,5.701742674748705,9.343961358681199,o,f,f,d,a
p,2.6806508752748197,f,d,n,f,d,c,p,4.636806076258537,6.181435892972077,k,f,f,d,a
e,1.7834121834473102,b,g,k,f,a,d,g,1.68742939982377,-0.5910764290029031,g,f,f,d,u
p,2.4763169734028287,x,k,n,f,a,c,f,2.2643092433871486,4.669771835597905,n,f,f,d,u
p,6.459154785282806,f,y,p,f,s,c,p,3.750441904077759,10.988191073219223,p,f,f,d,a
e,7.155615781466786,x,t,g,f,s,c,u,6.478487411476226,24.411156714985296,b,f,f,d,u
p,0.5702882665618225,f,w,n,f,a,d,k,6.000467305733277,2.652301441542327,y,f,f,d,u
p,3.260127416622557,x,i,y,f,x,c,w,6.510950699452116,7.4315498149044075,y,t,r,h,u
e,7.136928196245814,b,h,k,f,a,d,g,6.977305839483332,12.98721244616704,g,f,l,d,u
p,9.02800004059062,x,e,o,t,e,c,o,10.264040301594237,14.144436814945363,w,t,f,d,u
p,3.6247687205674195,o,l,o,f,f,f,f,0.37050873916092947,-1.8679678209211685,f,t,f,d,w
p,1.9273217049404217,c,g,w,f,x,c,p,5.190968042373057,4.759960682184195,w,f,f,l,u
p,1.9821425720672243,x,d,o,f,a,c,o,6.0336899577368746,12.271747787736217,o,f,f,d,a
p,7.702311785431799,x,h,n,t,a,d,n,7.733296276594891,5.679609649786946,n,t,l,d,a
p,2.9757984626761544,f,s,k,f,s,c,n,4.786095144614526,1.9084258276712398,n,f,f,d,a
p,5.7887275357255135,x,e,r,t,a,c,e,5.144816831771733,12.698582052789014,e,f,f,d,a
e,2.1759526048232134,f,t,u,f,a,c,w,4.495837506968175,6.547949754478496,w,f,f,d,u
p,3.2923803326064935,o,s,e,f,a,c,n,-0.055129622583107406,-0.048433428448360516,f,t,f,d,a
p,2.7461471296467206,b,g,n,f,a,d,n,5.8352925185554225,1.6141233183387094,y,f,f,h,u
p,7.963575761967707,x,h,n,t,p,c,w,9.938834332411878,14.300422256981143,n,t,p,d,a
p,0.5832084246111562,x,g,o,f,a,c,y,3.479007428925213,1.1775272191982877,y,f,f,d,u
e,3.182753426068486,x,w,e,f,f,f,f,4.304680591765113,4.690500192075811,y,f,f,m,a
e,2.9962326657574496,f,s,w,f,a,c,p,8.27905581682096,9.477010302859366,w,f,f,g,w
e,3.444805612522222,x,i,e,f,a,c,n,7.152737195344099,5.803510602730717,o,t,z,d,a
e,11.37858537743691,x,t,n,t,a,d,w,10.867490767607004,32.07762229318417,n,f,f,d,u
p,9.426804625008364,x,i,r,f,e,c,k,7.75849465445443,17.36758227064096,w,t,e,g,a
p,3.307969760178729,s,l,e,f,f,f,f,4.3087257887459,6.00718537557422,y,f,f,d,a
e,5.956263230525263,b,h,n,f,e,c,g,12.436471023994208,16.393146092333595,w,f,f,d,a
p,6.941591560458523,x,h,p,f,p,c,w,4.253887664377124,13.416651538275087,y,f,f,g,a
e,5.005322422577029,s,y,e,f,d,c,w,4.731937474723967,9.796804562881938,n,f,f,d,a
e,7.329917914286462,x,t,n,f,s,c,y,6.351121597585636,18.11587417977493,b,f,f,d,a
p,2.836305333741869,o,l,w,f,f,f,f,-0.12078383951082995,2.430640622152477,f,t,f,d,u
p,10.138855912835389,x,t,n,f,e,c,w,7.005122834739305,16.42984292470396,y,t,p,d,a
e,10.557431850422596,x,t,n,f,e,c,w,22.38051417730952,17.380127242316266,w,t,g,d,u
e,10.746789593682438,s,t,n,t,d,c,n,9.014972137275759,33.05325019966871,n,t,l,d,a
e,14.197723730307102,f,s,n,f,e,c,w,27.948488710738513,19.12262131992237,w,t,f,d,w
p,8.249468340877272,f,t,n,f,x,c,y,7.017296753903135,14.560625378095908,n,f,f,d,u
p,9.590376146344878,s,t,p,t,d,c,p,6.483826466079951,17.632719101290412,p,f,f,d,u
p,1.2348911937685623,b,i,n,f,a,c,k,3.5944469741007934,0.9418159458467816,n,f,f,g,u
p,7.785119269400052,s,t,n,t,s,c,n,6.019483126478722,13.815739463703576,n,f,f,d,a
e,2.9324968991464533,o,s,y,f,f,f,f,3.4034026236079975,90.17202564449659,n,f,f,d,s
e,0.8733723577434437,p,t,n,f,e,c,p,5.426755514571257,10.070066882003665,g,f,f,l,u
e,5.454879408796284,f,t,n,f,x,c,w,6.848225960716941,10.816822708375394,n,f,f,l,u
p,9.258868573510401,f,d,e,t,x,c,w,5.072551488174575,22.030893738285698,n,f,f,d,a
p,8.453826504390218,x,h,y,f,x,c,y,5.681147828933039,14.732906618487483,y,f,f,d,u
p,0.818489473927977,x,g,n,f,a,d,n,3.4557856657076433,2.129770013597965,y,f,f,h,u
p,1.1302932296697363,x,g,b,f,a,d,w,4.512929301369072,3.161888003703174,w,f,f,d,u
p,6.014629278258465,x,i,n,f,e,c,n,13.272742486627752,15.15950472564742,w,t,r,d,a
e,5.3340084344323415,f,s,w,t,d,d,w,5.827622104916528,11.496338202486859,w,f,f,d,a
e,8.250580643499088,f,s,w,f,e,c,w,8.15050154769654,34.00412496997266,w,f,f,l,w
p,7.01744530658519,x,y,y,f,a,c,w,6.4246831565658775,13.674315069939281,y,t,r,d,u
e,2.5483528497282864,f,y,u,f,a,c,w,5.810991375983063,4.896520525904503,w,f,f,g,u
p,11.775362502780611,x,e,y,f,a,c,w,27.07720252155179,20.88989947114791,w,t,r,d,u
p,4.129052988690648,o,s,w,f,f,f,f,-0.06889006045031161,-0.14432809558397164,f,t,f,d,w
e,48.84522063157128,o,y,y,f,p,c,y,5.5234888559168525,48.029721627801855,k,f,f,d,u
p,8.817110802953097,f,s,k,t,s,d,n,4.814824845076421,15.551198235983357,g,f,f,m,u
p,7.838386707194275,b,y,g,f,s,c,g,12.575941351277907,12.851477793255784,w,t,e,g,s
p,2.364822733484021,o,s,o,f,f,f,f,-0.09196166293935568,-2.079634545559248,f,t,f,d,w
e,3.6168931138341693,x,s,n,f,e,c,p,8.25165093410643,8.241797373002273,w,t,z,m,w
p,8.530095131959635,x,e,l,f,s,c,w,6.227997759453223,11.096914226838742,w,f,f,d,a
p,1.9854241105207375,f,w,o,f,a,d,y,3.283882990269562,0.14375641785423232,y,f,f,d,u
p,1.6234934850587044,b,h,n,f,x,d,w,6.634406810326299,3.4500264262472298,n,f,f,d,u
p,3.079822154789986,b,y,k,f,a,c,w,5.435308699895842,3.42249130176932,w,f,f,d,u
e,5.8098120836944345,x,g,g,f,a,c,p,2.4002342053173673,16.77668373813485,w,f,f,d,u
e,6.629620381201414,x,t,g,f,e,c,w,12.275625113107008,18.242119138872184,w,t,g,d,a
e,13.132832353350135,x,s,w,f,e,c,w,18.699080309409812,21.228301912615926,w,t,p,d,a
p,0.6291485102397533,x,t,y,f,a,c,k,3.042764083452431,1.0870194233488473,y,f,r,g,u
p,7.852841225366367,x,s,n,t,x,c,n,7.964338756898488,18.667767911750428,y,f,f,d,u
p,1.2606771369466376,x,k,w,f,a,c,r,2.231892256273064,1.166487504322724,n,f,f,d,u
p,2.2003559521165315,o,l,g,f,f,f,f,0.29789740936356085,0.5660332797272287,f,t,f,d,w
p,4.761812566938332,c,k,w,f,a,c,w,4.124869102343792,4.176217503614453,w,f,f,d,u
p,12.174038637840852,f,t,y,t,d,d,w,7.919985314994515,36.45187308960555,y,f,f,d,u
e,7.928259324363369,s,t,n,t,d,c,n,4.519093383753266,13.194021364317024,n,f,f,d,u
p,16.312340256576377,s,t,w,t,d,c,w,5.736523595630446,38.72057833870042,w,f,f,d,u
e,5.00301356584044,x,t,g,t,s,c,g,5.321756447503398,16.608472743404985,w,f,f,d,u
p,1.2721937525831168,x,y,y,f,a,c,n,5.745424942909504,1.8528196336493918,k,f,f,h,u
p,5.730929483376655,b,t,u,f,e,c,g,9.215816896657934,17.110150309894117,r,t,l,l,u
p,6.33900695697271,x,e,l,f,a,c,w,14.103215925580782,9.589392349065724,w,f,f,d,a
p,6.332307898328203,f,y,y,f,a,d,y,6.1317698732358785,7.890200584636136,n,f,f,d,s
e,16.78596538203373,p,d,n,f,p,c,n,17.093898549331392,30.557166306675747,w,f,f,d,w
e,8.028015234361275,f,y,w,f,e,c,w,5.566717545572768,30.802210554275028,w,f,f,d,u
e,9.734667848887325,s,t,w,f,x,c,w,10.588061017610217,30.499139757797344,w,f,f,d,a
p,3.355827198595592,o,s,g,f,f,f,f,-0.1978342846925708,-1.9671021612104544,f,t,f,d,w
p,2.227269942815443,x,y,y,f,a,c,w,6.099232835723351,3.784084221225849,o,t,r,g,u
p,7.065867548737385,s,d,p,t,d,c,w,5.050857718421107,4.127437072843776,e,f,f,d,u
p,1.9235807041206698,x,s,b,f,a,c,w,4.465559468042831,4.597414543565191,y,f,f,m,w
e,1.532418398170802,x,h,y,f,a,d,n,2.906625205557576,0.5581139233272587,y,t,f,d,u
p,1.6511938404723934,f,t,u,f,s,c,u,6.559004736121021,3.3973155939789303,u,f,f,l,a
e,13.147414271581463,s,d,o,t,d,c,o,8.616406089324453,41.4017665319534,w,f,f,d,u
p,6.64719375100824,f,s,n,f,s,c,w,5.455353290295188,9.52315330547492,n,f,f,d,u
e,2.425697125197482,f,l,b,f,x,c,e,4.806088508005356,6.2470102966330945,w,f,f,d,a
e,6.221087423471887,x,s,n,f,s,c,w,6.435802098196508,20.48225464371715,n,f,f,d,w
e,2.8188463364388405,b,y,l,f,e,c,n,5.404463344351554,7.410223542704079,w,t,e,m,u
p,7.422541616614503,f,y,e,f,s,c,p,5.613906017265031,8.51399980116688,u,f,f,d,a
e,7.33221939522015,x,t,p,f,a,c,r,5.771752500164625,12.656712433258466,l,f,f,d,u
p,4.8645396430924395,f,d,b,f,x,c,w,4.1878323480158075,11.651638137238743,y,t,f,d,a
e,2.926191378347769,x,s,n,f,a,c,y,6.664961406163227,4.653243067042876,n,f,f,m,u
p,1.2125466224428896,o,l,e,f,f,f,f,4.5158029152267245,63.47784381709323,y,f,f,d,a
e,0.5569977965941252,x,g,e,f,a,c,p,2.577215874853482,1.865613919027009,y,f,f,m,u
p,6.090772300685056,c,k,n,t,a,c,w,7.055660016168062,13.993719351413873,g,f,f,d,s
e,8.98865987527875,x,s,y,f,a,c,w,9.647317223126452,31.730706540484878,n,f,f,d,a
e,3.6382193319388545,x,s,n,f,f,d,y,6.237987087928591,6.803852698698324,y,f,f,d,a
p,3.405719582459662,x,t,w,f,x,c,w,5.507913481817861,5.03512119853092,w,f,f,d,u
p,8.720063503347905,x,t,n,f,a,c,u,6.577602523371502,37.349109674504504,u,f,f,l,u
p,3.4944777099813793,f,i,e,f,a,c,e,5.480161645190563,1.4018313568231084,e,f,f,d,u
p,4.561146551001871,x,s,o,f,d,c,o,7.345867971999805,6.652776849007459,w,f,f,g,u
e,17.575755811684488,f,t,n,f,f,f,f,6.218190454508861,29.341767480885107,n,f,f,d,a
e,2.3929174113233294,x,h,k,f,a,d,w,6.212417362522081,5.296937603032065,w,f,f,d,w
p,3.5356253683421826,x,s,w,f,a,c,k,11.837137893641335,2.555309240551937,y,t,e,g,a
p,2.8744868051487398,f,h,u,f,a,c,y,6.832978231970783,2.4885379094786813,u,f,f,m,a
e,12.588930728081335,f,y,n,f,s,c,y,26.7991053116556,21.493928021093815,n,f,f,d,w
e,8.185801270471101,x,g,n,f,d,c,w,3.8778493928770845,9.247426060648609,n,f,f,h,a
e,44.74952789445184,x,y,y,f,p,c,y,2.8717005466651857,17.244834885001417,k,f,f,d,u
p,7.443362834491896,f,w,p,t,s,c,g,3.512290450890269,17.081881316553908,u,f,f,d,w
p,3.4421209800915844,s,d,w,t,d,c,n,2.2561682422673406,9.062535650409625,w,f,f,d,u
p,2.867793044259985,f,d,o,f,d,c,o,7.123024790587019,6.746838665695283,o,f,f,m,u
e,6.696655970564598,x,i,g,f,a,c,w,8.497983114238513,8.581657803442452,w,f,f,d,a
e,2.93833106326703,s,t,p,f,x,c,p,5.068613667211933,5.648400918043096,w,f,f,d,u
e,8.148749319530033,x,t,n,t,p,c,n,7.442784674487214,21.52915829957025,n,t,p,d,u
e,9.519142864149634,x,y,w,f,e,c,p,5.719779576478484,15.355799814653883,w,t,e,d,a
p,2.8258031107671666,x,t,n,f,a,c,w,7.437128964566712,5.850201259249884,w,t,z,g,a
p,2.808006948920327,x,s,o,f,d,c,n,4.9002311673500305,3.6979871638094877,n,f,f,h,u
e,8.102872990582494,f,l,n,f,e,c,w,5.404768670810658,9.820684293274459,w,f,f,d,u
e,7.3583264021505075,f,w,w,f,a,c,g,5.223409963186892,17.109012231845682,w,f,f,d,w
e,1.4215675317262557,x,g,n,f,a,d,n,5.267009403308476,1.6448752783951925,n,f,f,d,u
e,5.517656906479063,x,s,n,f,e,c,r,8.067955900271862,7.676707715708885,n,f,f,g,w
e,3.2858631009488573,x,i,n,f,a,c,p,4.592823153251466,10.387999622931257,w,f,f,w,a
e,9.751864367882847,x,t,n,f,a,c,n,7.459062498241046,25.16769918041544,n,f,f,d,s
p,22.568535335225107,o,k,w,f,f,f,f,5.916250934702126,38.271477253083425,y,f,f,d,w
p,6.245093061976236,x,e,e,f,a,c,n,6.7081019799950345,8.160107198883537,o,t,z,d,w
e,6.499423228795757,f,t,g,f,s,c,g,6.859772980125594,18.97341072872806,n,f,f,l,s
p,10.18263451092114,x,t,w,f,a,c,w,10.564873490141894,12.803728282304661,w,t,e,d,a
p,5.9230133234959625,x,t,r,t,a,c,g,10.811868580468131,2.900339975744567,u,t,f,d,u
p,8.20387237794902,x,g,w,f,e,c,w,15.984605490559096,14.662906314621372,w,t,g,d,u
p,7.337667752759259,x,k,n,t,p,c,p,5.050127351932432,38.42892154337149,n,f,f,d,u
p,1.4127173247010898,x,w,y,f,a,c,o,5.456402252337078,1.9777695610654553,y,f,f,d,a
p,2.37299626810563,f,d,p,f,d,d,w,6.5552804195939505,7.191760187933058,e,f,f,d,u
p,14.716608408569623,x,d,y,t,p,d,y,9.53668557317885,36.664286545143405,y,f,f,d,u
p,2.1826536062440836,x,s,e,f,a,c,r,6.1021551541134516,5.74598976474504,n,f,f,l,a
p,6.694188375234079,f,w,u,f,x,c,y,6.100859307077093,12.894474652234877,u,f,f,d,a
e,1.1078091981795923,x,y,n,f,a,c,p,5.10034469421429,1.3026006171096698,u,f,f,m,a
e,7.544152208987898,x,s,n,t,s,c,p,7.41030267681793,19.677847392195094,n,f,f,d,a
e,15.901225845232716,f,y,n,f,a,c,w,28.890317107913646,29.122878821677176,n,t,m,d,u
p,6.980581449932533,s,w,b,t,x,c,b,4.786340541539843,16.782291251139277,p,f,f,d,a
p,1.2146721722533886,c,k,w,f,a,c,n,3.47259114663909,2.7180971945189984,n,f,f,d,s
p,4.394799316653511,f,s,w,t,d,c,p,4.627021941754709,8.987806516395862,p,f,f,d,u
e,2.20600436673381,f,k,w,f,a,d,p,2.951150041410596,5.181402496668278,w,f,f,l,u
p,7.3519887753804305,x,g,y,f,a,d,w,5.651562393180494,4.297375810972476,n,f,f,h,a
p,5.964029811167184,b,t,w,f,a,c,w,11.705474141298641,14.632902904810512,w,f,f,d,u
e,12.806584975468496,x,t,o,f,a,c,o,5.6285860159647445,35.59491921278737,w,f,f,d,w
p,4.684302248177027,x,g,w,f,d,d,w,4.076409756993629,2.3542184493535605,y,f,f,d,a
p,9.137582070766104,x,t,w,f,x,c,w,8.582107159699694,12.5811815742743,w,f,f,d,w
e,9.590956674746186,o,t,n,f,f,f,f,5.529599008536746,28.832905707265827,n,f,f,d,s
e,2.680894521401495,x,t,l,f,a,c,r,5.876680883714181,16.230226575234376,l,f,f,d,a
e,9.246644568555002,s,t,g,f,d,d,w,7.286589961475412,19.319583986446833,w,f,f,d,u
p,7.380664253671636,b,t,r,f,a,c,w,11.226458503461618,13.131131922092912,w,f,f,d,u
e,9.973977919362518,p,t,n,f,e,c,w,8.232603641886815,18.14992837159983,w,t,g,l,a
e,6.8978937080409795,x,h,e,f,a,d,w,6.199059980666703,5.666420975126293,g,f,f,d,w
p,7.404994843595715,b,t,e,f,s,c,w,8.30228739741139,4.756277152213753,w,f,f,d,u
p,1.2590503917009586,x,t,y,f,a,c,g,7.243529433956073,0.28751615667998776,y,f,f,d,a
p,5.156478203592684,x,t,y,f,d,d,o,7.141497901181108,7.005992561903526,y,t,f,d,u
p,7.754259952685309,b,t,u,f,a,c,u,12.165100902106794,26.11751326055114,u,f,f,d,u
e,8.711245361559163,b,h,n,f,a,c,w,9.938055635872356,16.984265069998457,g,t,l,d,a
p,3.2267274472068657,c,d,n,f,a,c,n,6.311319920248758,2.335929027824815,y,f,f,d,a
e,8.310917724293452,f,t,w,f,x,d,w,6.100927604216073,17.42532122491633,w,f,f,d,w
e,5.944325617482377,x,y,n,f,e,c,w,4.071256622976421,15.83911874881644,w,t,r,w,u
p,3.7099042423487494,x,i,y,t,a,c,y,7.5033508498989665,13.273093366129826,y,f,f,d,a
e,9.482862405322466,s,t,n,f,a,d,w,8.778867477059938,22.65905405842958,w,f,f,d,u
p,8.125683225704556,x,t,w,f,x,d,y,7.61283812435001,19.943935101413874,w,f,f,d,u
e,7.566452412852973,b,y,w,f,e,c,w,17.248907413138845,14.742617760490774,w,t,e,g,u
p,5.959669988584246,x,h,y,f,a,c,n,4.648842970033707,5.300718442882432,w,t,f,d,s
e,7.445045786467895,p,s,n,t,e,c,g,6.967267939561539,17.52265054680181,w,t,l,d,a
p,7.545201023263906,f,t,p,f,s,c,p,8.929137990033643,17.996124995210472,p,t,e,d,a
e,6.791747417258146,x,h,n,f,x,d,f,5.842778034719878,11.742151759127783,n,f,f,d,s
p,2.416880863272458,o,l,n,f,f,f,f,0.388185009476299,-1.8761514406901698,f,t,f,d,w
e,7.740967482913408,f,l,n,f,s,f,f,7.926380562677807,55.42585012000366,y,f,f,l,u
e,7.838785725107172,f,s,r,f,s,d,y,5.097186564477068,17.53771991530097,n,f,f,d,a
e,3.9689558261722704,o,t,w,f,f,f,f,-0.47335353424280335,56.866248538404314,f,f,f,d,s
p,2.9304420371136297,o,l,w,f,f,f,f,-0.23866896242814475,1.0179393318930479,f,f,f,l,u
e,8.760584141073181,s,d,p,t,s,c,p,5.2882580577085,39.22271208952425,k,f,f,d,s
p,3.3613798210864028,x,e,e,f,a,c,e,6.068329795303435,5.9456120665612815,e,f,f,d,u
p,9.424161045906425,f,t,p,f,s,c,p,3.5671389259007826,17.258916551134977,p,t,f,d,w
p,7.181977571453243,x,t,w,f,s,c,k,5.920983784936582,9.051324767423067,w,t,e,g,u
e,10.0357991904008,x,t,p,t,d,c,o,5.373531706164691,30.12704717612906,w,f,f,d,u
e,15.298583444833813,f,y,w,f,a,c,w,22.747563792410155,29.03000898615064,n,t,m,d,u
e,6.022213766838007,x,h,n,f,s,d,w,6.081789098105549,14.198680364565403,w,f,f,d,s
e,4.509839919468532,f,t,n,f,s,c,y,5.806873236023597,5.201454661722805,w,f,f,l,u
e,7.191188729266558,x,h,n,f,a,c,w,5.314693441386738,13.02557084402172,w,f,g,d,w
p,2.1442538217485576,b,t,u,f,a,c,u,6.318545775489042,5.114493580003013,u,f,f,d,a
e,10.584227531870164,x,y,b,f,a,c,u,6.39008432817286,11.936381554499784,w,t,l,m,a
p,3.488214229742755,x,d,e,f,a,c,w,6.3127218052198195,1.2818609917644934,n,f,f,d,a
e,1.0702435771180328,f,t,b,f,a,c,u,5.363293821002873,4.519847194355993,u,f,f,l,u
p,4.460276591393676,s,s,n,t,d,c,p,4.0196483189377465,3.7166255976022513,n,f,f,h,a
p,4.600689719003646,b,t,w,f,s,d,g,8.402890466756704,14.469715499547682,w,f,f,d,a
p,7.731373675485433,s,w,g,f,s,c,n,4.09654520245643,19.674939971019306,n,f,f,d,a
e,8.588340568717644,x,t,n,f,p,c,w,6.33268268538387,25.660285376828288,n,f,f,d,u
e,0.7431329231294814,p,s,n,f,p,c,n,6.388926423182262,14.331375104244323,y,f,f,m,s
e,10.020333305419179,x,t,u,f,a,c,w,6.52938298948805,20.029779379813988,w,t,f,d,w
e,8.44321912974173,x,y,n,f,a,c,w,5.473551563315525,14.948374445084688,w,f,f,d,a
p,7.812473780108577,f,s,w,t,d,c,o,4.573774988286231,13.581001779151277,w,f,f,d,a
e,7.313982754341794,x,s,o,f,p,c,y,10.4185675518567,33.96273687443319,y,f,f,d,u
p,1.8784562812971966,o,l,y,f,f,f,f,-0.0488077587632558,-1.1176817036030506,f,f,f,d,w
p,2.6361773504258412,x,s,e,f,x,c,y,4.194107927670625,6.126001866085531,y,f,f,d,u
p,8.454828033170322,x,t,n,t,s,c,w,5.9483738672500435,20.998150092709537,g,f,f,d,a
e,2.5284321913818117,f,y,b,f,a,d,b,5.377130487153576,3.2599047787102005,w,f,f,l,a
e,8.290816514412311,c,e,y,f,a,c,r,6.147141738880764,16.48085847935839,w,f,f,d,a
e,1.767548836188977,x,g,e,f,a,d,p,6.11809782531641,2.5598946605418185,y,f,f,d,u
e,5.983286988936394,x,i,n,f,e,c,n,4.656452369729666,15.371602930271116,w,t,r,w,u
p,14.99804130128323,s,t,n,t,d,c,w,5.241629413213218,29.103425899408595,p,f,f,d,a
p,7.470605933093813,s,d,e,t,d,c,w,7.241891587851101,9.51998949922757,e,f,f,d,a
p,0.4667064917809082,b,g,w,f,a,c,g,6.203153449507636,4.996021354898987,w,f,f,d,u
p,41.61761818441259,o,y,y,f,a,c,y,3.3397547745216696,44.44844544732932,k,f,f,d,a
e,7.363797929330517,s,t,b,f,d,c,b,5.028576099677552,14.3338598369125,w,t,f,m,a
p,7.456851335545895,p,t,n,f,a,c,g,10.814863983465182,14.379064708019008,w,t,e,d,s
p,9.673410850603934,p,t,p,f,e,c,p,5.512891789232194,12.08072775815086,p,t,e,d,a
p,5.762893604763588,x,d,e,f,e,c,w,4.885200391911985,10.11386714774095,w,f,f,d,a
e,7.097284706678832,x,t,g,f,a,c,o,10.783202354543034,25.837527449272404,w,f,f,d,a
p,2.768645994891711,b,y,w,f,a,d,k,7.965593765440041,2.684759869487321,w,f,f,g,u
e,5.872760629588142,x,t,w,f,e,c,y,6.572853490681005,16.85862661203637,y,t,g,d,u
e,3.1202961407392165,x,y,w,f,a,c,w,7.148782483469355,11.942279585528892,w,t,e,m,a
p,8.267546658099361,c,t,n,f,x,c,w,6.8576581005257875,10.206258767051203,w,f,f,d,u
p,6.734792375255877,x,t,y,f,s,c,w,4.965284726897208,12.97588293267413,w,f,f,d,a
e,11.690222776182285,s,t,w,f,d,d,w,5.496925051301595,26.900862924064413,w,f,f,d,w
p,7.396135725088097,x,t,g,f,a,c,w,9.209051485192143,12.666918326373391,w,f,f,g,a
p,6.65143063857055,o,t,w,f,f,f,f,3.0930139559710845,22.82301778941169,n,t,f,p,s
e,7.1515558294089985,x,t,n,f,f,f,f,5.522611256613638,61.26581317825467,y,f,f,d,u
p,7.593671246641961,x,k,y,t,d,c,w,5.6925922276313266,32.50315814520261,w,t,f,d,a
e,8.718787800537589,x,t,y,f,p,f,f,5.489916852524595,31.08442284328222,n,f,f,d,u
p,1.2978770499427985,o,g,g,f,f,f,f,4.622215856404135,-0.276581891215256,f,f,f,d,w
p,6.2865928145681576,p,s,g,f,f,f,f,-0.023315533024216427,3.760014815287822,w,t,e,d,u
e,4.4382004500389645,s,t,n,f,a,c,n,5.817896079374635,7.489956220765972,n,f,f,g,w
p,2.9362017471493926,x,t,n,f,a,d,p,5.9195241353733605,3.601728048332749,n,f,f,d,w
p,5.361826656036902,c,i,y,f,a,c,w,6.907624183771922,4.567429068643461,n,f,f,g,u
e,2.6045025988105346,x,h,n,f,a,c,n,5.043975450049577,6.847606058824492,n,t,r,h,u
p,0.8939653228491121,x,g,g,t,a,c,g,3.135931381052088,1.5020704453882194,g,f,f,d,u
p,4.383523507210631,f,y,e,f,s,c,y,5.7429238598914525,7.1000743724382875,w,f,f,d,u
e,10.626233238403264,x,e,y,t,p,c,e,8.038078887998983,34.6196195812317,e,f,f,d,a
e,1.5059891843560242,p,g,n,f,a,c,g,3.2450084078500785,13.787822986418739,w,f,f,d,w
e,17.368881245847263,x,t,k,f,p,c,o,4.126936462811829,29.744620950348175,n,f,f,d,u
