class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
p,9.908292341573405,x,y,n,f,a,c,n,9.352046768620607,13.845916654856094,n,f,f,d,a
e,5.676082804725473,f,t,n,f,x,c,w,6.048684769385571,7.2842889378575615,w,f,f,d,a
p,3.5568894878555737,f,l,n,f,d,c,y,5.877185864804826,5.556244486566451,n,f,f,l,u
e,11.730723506756965,x,t,n,t,e,c,w,9.698596440969652,16.363041162270683,n,f,f,d,u
p,8.637768597124515,x,t,w,t,x,c,w,9.370392391459331,14.7036822411779,w,f,f,d,a
e,9.085589512947573,f,s,w,f,s,c,w,6.086813384348871,17.981654913465054,w,f,f,d,a
e,6.256071389459829,x,t,n,f,x,c,w,6.845223388053049,11.376873351685619,w,f,f,d,u
e,17.353499984906357,f,k,w,t,d,d,n,10.621348015235341,30.321886593036716,w,f,f,d,u
e,0.9625742267743269,b,g,w,f,a,c,w,5.39765551789168,6.427797175609839,y,f,f,g,u
p,2.5359040173787877,b,y,n,f,e,c,w,6.168409476856677,7.046869396447552,w,t,z,g,u
e,5.476039709900798,x,t,n,f,d,c,w,5.934668075293409,7.781634688691907,w,f,f,h,a
p,8.514669978870312,x,i,n,f,a,c,n,9.952225077434356,13.409730688823139,n,f,f,d,a
e,7.609166405724291,f,s,g,f,a,d,w,7.485510156767464,10.41709735442548,w,f,f,d,a
e,8.503446779945003,x,k,n,t,p,c,y,5.30305742624298,12.321259714412635,n,f,f,d,u
e,15.56779252921775,x,e,n,t,e,c,n,9.924554369763475,24.74904040548373,w,f,f,d,u
p,5.634286432301533,f,s,n,f,x,c,w,7.917873343668971,7.455879977640884,n,f,f,d,a
p,7.155656775184788,x,h,n,f,s,c,w,10.439066783201865,11.388628777406238,w,f,f,d,u
p,4.438898371029992,b,h,y,f,a,c,y,4.735476798931853,7.372259984592381,y,f,f,d,u
p,4.275753074109906,f,t,y,f,a,c,r,4.62153705824531,6.8191601057290105,y,t,f,m,a
e,6.619490536837343,s,s,y,f,s,c,y,5.024295467312734,16.133120522351746,y,f,f,d,a
p,4.713975457903317,c,g,w,f,x,d,w,5.587115433382102,7.139744146330234,n,f,f,l,a
p,17.010844083075103,x,d,e,f,e,c,w,9.809669100565337,34.15371643352483,w,t,p,d,a
p,4.673670963875931,f,w,y,f,a,c,y,4.813276729259463,8.481908668620306,y,f,f,d,a
e,8.420915531323558,s,t,y,f,d,d,b,7.7000444575079925,19.65670738220492,w,f,f,d,a
e,6.024794392183249,x,s,y,f,x,c,w,6.063348278817712,6.729298981426663,w,f,f,d,u
e,4.2287290591359366,x,t,y,f,a,c,w,4.886898671215535,12.987171007194316,w,f,f,d,u
p,9.564501828933738,s,t,n,t,d,c,g,5.130358392276117,14.104344988625078,n,f,f,d,u
p,9.653435591236697,x,s,n,f,x,c,n,5.943065960762645,17.040509528091906,p,f,f,d,a
p,5.904066243781518,b,y,n,f,x,c,n,6.502178858080323,8.652744818125964,w,f,f,d,s
p,6.99634038617968,x,t,n,f,x,c,w,10.076474604769961,15.600803204873184,n,f,f,h,a
p,3.794576106034234,x,t,n,f,d,d,w,3.9279265660862897,8.10312642101875,y,f,f,g,a
p,5.939089983392474,x,d,e,t,d,c,w,6.661579001922499,11.605952949291364,e,f,f,d,a
e,4.067097712622854,p,t,g,f,a,c,g,4.276446138840637,5.985451875187047,w,f,f,d,u
p,4.250237902463062,b,y,n,f,a,c,u,6.049614974594678,6.374562220160798,w,f,f,d,u
e,2.1991978232849703,b,g,n,f,a,c,n,8.244647632581483,5.7989914552721995,n,f,f,d,u
e,8.587194981483552,x,s,n,f,p,c,y,4.523427476696364,14.450078724166284,y,f,f,d,u
p,11.763440041994855,x,t,n,t,d,d,y,5.659321987135174,26.808279641029532,n,f,f,d,a
e,8.312011430818256,f,t,u,f,x,c,w,5.045396006547295,18.078947916520043,w,f,f,d,a
p,4.333661583015182,o,t,r,f,f,f,f,5.10775188107293,12.664775861906953,w,t,f,p,a
e,5.8375692611662,b,g,w,f,x,c,n,5.565460319550223,6.273602873407131,n,f,f,g,a
p,6.110162223488802,b,t,r,f,s,c,n,5.542360017940789,6.021880862976535,w,f,f,d,a
p,5.223878202686208,p,s,g,f,a,c,w,8.448675006434375,16.98389795689173,y,t,z,d,a
e,11.42920144332577,x,e,n,f,e,c,n,6.221772898165072,18.856469509278547,w,t,f,d,a
e,6.169199791482253,s,t,n,f,d,c,w,4.873542255224123,9.865368733055032,w,f,f,l,u
p,8.876550934602609,f,s,n,f,x,c,n,8.506732254954999,11.158494527608365,n,f,f,d,a
e,4.408130859795711,p,g,g,f,a,d,g,5.006083600794015,6.808254791013078,g,f,f,d,u
p,4.096126964224239,b,t,n,f,a,c,g,3.6553364779547346,6.904765453633363,n,f,f,g,u
e,9.38976582138237,x,y,w,f,e,c,w,6.623125125923162,16.334156713375602,w,t,f,g,u
e,9.589848624284377,x,d,n,t,p,c,y,8.60700016640622,15.666876474028104,y,f,f,d,u
e,8.508126134459097,f,t,y,f,s,d,w,8.915823146135347,14.408074533679077,y,t,f,d,a
e,3.80665484904326,x,g,n,f,a,c,w,5.697462385906453,5.794388058591854,n,f,f,d,u
e,9.63836744800285,x,e,n,t,e,c,w,10.596741930610193,15.310637559781993,w,t,f,g,u
p,8.943629925214319,x,h,y,t,x,c,y,6.705270773440991,18.279564460727826,y,f,f,d,a
e,11.629255203996768,x,t,y,t,p,c,o,9.001890507849833,18.73091526579907,w,f,f,d,u
e,4.140953366969349,f,y,n,f,a,c,w,6.484434256820461,6.803047749191257,w,f,f,d,u
p,6.915274751072436,b,h,n,f,a,c,n,11.795587346337763,13.030846673912833,w,f,f,d,a
p,7.507466315035877,s,d,n,t,d,c,g,5.950615076320742,11.783942999558228,n,f,f,d,u
e,5.334570141129382,o,t,y,f,f,f,f,-0.026893452532547872,1.4305471321496575,f,f,f,d,a
e,6.745944871998796,f,s,n,f,s,c,w,4.337337651253488,9.755576730057493,w,f,f,d,u
e,11.149555475805181,x,i,y,t,x,c,n,7.449432672459388,14.28406162444367,n,f,l,d,a
e,6.970964496369364,x,t,w,f,a,c,w,6.472490322523554,13.258943983727846,w,f,f,d,a
p,9.167897821435705,s,s,y,f,p,c,y,6.454605810556875,14.191965104310711,y,f,f,h,u
e,11.082569389664512,x,s,n,f,e,c,w,7.8603248081418515,12.866462538629158,w,f,f,d,u
p,4.507973998838836,s,t,u,f,a,c,w,4.560459489404621,7.755645032509443,y,f,f,d,a
e,17.076115468952658,s,t,w,t,d,c,o,6.3838851618410954,27.0402421795548,w,f,f,d,u
e,18.07377405306426,x,y,n,f,a,c,w,10.419024506178578,18.663976700313135,n,t,m,d,u
p,5.336900083775172,x,t,n,f,x,c,n,5.5862632691050695,8.821391377473471,n,f,f,d,a
e,5.977190221788597,f,t,w,f,x,c,w,6.220918113269674,11.795939225309079,w,f,f,d,u
e,5.2509558674725145,s,t,n,f,d,c,w,5.145393056998774,9.920383177975795,w,f,f,d,a
e,5.696677479526647,x,t,n,f,d,c,w,5.6094795371090065,5.694288633074378,n,f,f,d,a
e,6.67620334899468,f,w,g,f,s,c,u,6.682624712161351,8.26332049355479,w,f,f,d,u
p,3.592470901451579,s,y,w,f,a,d,w,4.151501925818073,6.5181011407870315,w,f,f,g,u
p,3.478377286188042,x,y,n,f,e,c,w,3.954975002570195,6.425967244510002,w,t,f,d,a
p,1.7118437684594878,x,g,w,f,a,d,w,4.703857322969554,6.333105934381993,w,f,f,g,u
p,10.10507524822674,s,t,n,t,d,c,o,5.7232722817905195,16.69061191457889,n,t,f,d,a
p,3.858045876746153,f,t,o,f,d,c,o,4.637158268150125,5.937865949753181,o,f,f,g,a
e,4.636804271353427,x,t,y,f,s,c,o,7.185566497358697,9.497633389150277,y,f,f,d,a
e,4.9903831537152366,c,g,n,f,x,c,p,6.231771414660413,7.737244481291489,n,f,f,d,s
p,5.944226926043647,f,w,o,f,a,c,y,4.494912656385514,11.783433300248383,y,f,f,d,a
p,10.395778886382812,o,y,y,f,p,c,y,5.534978661067525,27.450637451271245,y,f,f,d,a
p,2.26986969230297,x,k,n,f,a,c,n,4.7606428170518935,6.711273363246831,n,f,f,d,u
p,3.3981811997808062,x,s,y,f,d,c,y,4.364331614049508,5.171462515427139,y,f,f,h,u
p,4.125425924046889,x,t,n,t,d,c,w,4.2659843276191705,10.354573510212555,r,f,f,d,a
p,3.3122301968583514,s,s,o,f,d,c,o,5.032253172419572,7.017789142069521,y,f,f,d,a
p,3.686188050232508,x,t,o,f,d,c,o,5.461395166810937,4.161861132585283,y,f,f,g,a
p,3.5348989572676563,o,s,y,f,f,f,f,3.9343250594820485,14.291840656715463,n,f,f,d,a
p,4.6270699226638285,p,t,y,f,a,c,n,6.335920761004368,7.0840281921517345,y,t,e,m,s
p,14.059229690250746,x,w,n,f,p,c,w,6.256662539457874,35.396347271008004,n,f,f,d,u
p,6.245952340445281,f,d,e,t,d,c,y,5.008195938772486,7.359733900075956,e,f,f,d,a
p,3.2316825804288514,x,s,n,f,a,d,w,4.618710655839496,7.0143680993935895,n,f,f,h,s
e,6.248436669986225,s,s,b,f,d,c,w,6.0867705872481315,8.54248840819611,w,f,f,d,a
p,4.91785106156471,x,t,w,t,x,c,n,8.563245080790153,9.98420797431535,l,f,f,d,s
e,4.730313582853003,f,g,n,f,a,d,g,5.379727660555389,8.162202757181058,g,f,f,d,a
e,5.934705197536946,x,t,n,f,p,c,y,6.771350026458307,13.064624663020403,y,f,f,d,a
p,10.435136642002123,x,y,w,f,a,c,p,5.988520077210425,15.97405276475549,n,f,f,d,a
e,7.998723348270651,x,y,n,f,e,c,w,8.839117879620355,13.71890240595137,n,f,f,d,u
p,5.444989674596451,x,h,y,f,a,c,y,5.2865348737808455,4.796998143796118,y,f,f,h,a
e,6.39954946437856,f,h,n,f,s,c,g,7.06089034071964,12.408001052323211,n,f,f,d,a
e,7.943031643489395,f,t,b,f,d,c,w,4.791577179529403,16.316249973424686,w,f,f,d,a
e,5.665746445799395,f,d,r,t,d,c,p,6.275104942120851,7.9077814003091556,n,f,f,d,u
e,2.8677720873194783,x,t,w,f,a,c,o,3.917764967110265,4.848588690066952,w,f,f,d,u
e,5.524558340101807,x,y,n,f,e,c,n,5.935977682901158,7.7917085817377885,w,t,l,w,a
e,12.740796005364041,p,t,w,f,a,c,w,10.570282516574666,17.783925520787538,w,f,f,d,a
e,5.3586670519536765,f,h,n,f,a,c,y,8.025734573466648,7.685214636733155,o,f,f,g,u
p,6.613200631757357,x,t,n,t,e,c,n,6.606982891006471,15.150330263307513,w,t,p,d,u
p,17.907244020581366,x,t,n,f,p,c,w,10.24662789955671,34.85999006001752,w,f,f,d,u
p,8.262420205899257,x,d,w,f,s,c,w,5.804416980466638,26.63756557959013,w,f,f,m,u
e,9.902676366947738,x,t,n,t,p,c,y,7.722045384834129,18.167711938712465,n,f,p,d,a
e,17.729113493153022,p,e,n,f,e,c,w,12.13487499121937,20.115439373947922,w,t,f,g,u
e,5.104616395850182,x,t,n,f,p,c,n,4.926331000976145,7.303671749392915,n,f,f,d,a
p,4.983978599405352,x,t,y,f,x,d,y,6.128755685143703,12.435750977321268,y,f,f,d,a
e,6.245470914025114,x,t,n,f,a,d,w,5.611517281990803,5.115846232462896,o,f,f,d,w
e,6.945841292329745,f,t,g,f,s,c,g,6.480453198163138,22.9771456504281,u,f,f,l,w
e,9.3265606450205,f,t,w,f,s,c,w,5.037337965747629,21.659277381641903,w,f,f,d,s
p,1.002620960350997,b,t,n,f,a,c,w,5.070596089394355,6.128232660874284,w,f,f,d,u
e,7.422380233190595,f,t,y,f,s,c,y,7.482730820844558,18.307617712507582,y,f,f,d,a
p,6.188978030826275,x,t,w,f,e,c,w,8.354166654122459,10.657524841295587,w,t,g,d,a
p,11.495371777384944,x,t,n,t,p,d,y,8.218990538167596,25.66564593850677,y,f,f,d,a
p,7.000486615313866,s,t,o,t,d,c,o,4.22075241449725,13.015352693631895,e,f,f,h,a
e,4.500844051905932,x,t,n,f,d,c,o,4.102286001613425,7.537512768786012,n,f,f,d,a
p,16.75795823034879,x,s,r,t,x,c,n,7.218731539705604,24.538848587039542,n,f,f,d,a
e,5.882593427846908,f,t,g,f,a,c,w,5.774513528981612,12.93961734017178,g,f,f,d,a
p,15.365562386901056,x,e,n,f,p,c,y,7.003506341884413,22.203619495980313,e,f,f,d,a
p,3.592103214055475,f,l,e,f,x,c,e,5.647925046554224,5.185360947712449,n,f,f,d,a
p,6.426460911726567,x,t,y,f,s,c,y,6.961602854980703,9.197742101308966,y,f,f,d,a
p,7.563507875877105,x,i,n,f,a,c,g,10.33386093085893,14.97914886807483,y,t,r,d,a
e,4.661635532543254,x,t,n,f,a,c,n,7.464275752262198,9.023788932558228,n,f,f,d,u
e,7.130853756588447,p,y,w,f,a,c,k,17.825298908340553,13.178268312923626,w,t,e,d,w
e,4.756516388582354,f,y,n,f,a,d,p,7.42910022408372,6.998489599503596,n,f,f,l,a
p,0.8477641903218734,b,k,y,f,a,c,n,5.525702180771924,4.934540472507983,n,f,f,d,u
e,8.698169821206935,x,d,y,t,p,c,o,5.506832076480593,14.161244738658935,e,f,f,d,u
e,9.519186744285923,p,t,w,f,e,c,w,13.723970589852657,12.427654519686168,w,t,l,g,a
p,7.877219846566567,x,e,n,f,d,c,n,9.546153808022847,11.192933458140457,n,f,f,d,a
p,4.120630833904539,x,g,y,f,a,c,n,4.255026328570995,6.076061163483574,n,f,f,g,u
e,4.287981347778189,x,g,n,f,d,c,w,6.074275358032056,5.665675383026775,n,f,f,h,u
p,6.363386500005374,f,w,n,f,x,c,w,10.811986513921994,7.15904625433018,n,f,f,d,a
p,9.848142657264487,x,h,n,f,p,c,y,11.571559431647717,28.427847934861212,n,f,f,d,a
p,4.964749357083311,b,y,g,f,a,c,g,5.838946315870978,8.152372507378892,w,f,f,d,a
p,14.435717939035431,f,t,r,t,d,c,n,5.46416554414529,24.535275350850988,g,f,f,d,a
p,7.934969751747148,s,h,e,t,d,c,r,5.902337472072158,16.45747354928429,g,f,f,d,u
p,5.832575934424576,f,t,n,f,a,c,n,7.364232946270303,7.3937019102613615,y,f,f,g,u
e,4.101594500722207,x,t,y,f,a,c,r,5.444561657774414,5.799073571947936,r,f,f,d,a
p,4.359048183059416,f,t,e,f,a,c,w,4.376237504055998,11.59494541570507,w,f,f,d,u
p,5.301954474928333,f,t,y,f,x,c,n,6.205998656098117,7.030181254263646,w,f,f,d,a
e,3.2888337055282135,x,t,g,f,d,c,w,4.0167093128374045,8.887008001508029,w,f,f,g,w
e,5.362124888574145,x,l,w,f,d,c,w,4.8621218249804485,5.713526710324959,w,f,f,g,u
e,5.086254765945462,c,h,n,f,a,c,n,5.115437851794338,5.851556480137885,n,f,f,d,u
e,7.834399769731852,x,t,n,f,e,c,w,8.112758912505114,12.221641243555446,n,f,f,d,a
p,5.493709342436787,f,y,n,f,d,d,p,5.052127041838318,6.128669256778134,n,f,f,d,u
p,2.583963890644009,x,t,n,f,s,c,p,6.043231710380601,6.036726744294792,n,f,f,g,u
p,6.31298073316617,x,s,o,f,e,c,k,6.209687051736094,15.357956088098579,y,f,f,d,a
e,5.4196995211828325,x,t,y,f,a,c,r,7.038098034973432,7.560187636069417,w,f,f,d,u
e,7.39833947248887,x,t,g,f,a,c,w,7.810533026342856,13.415354739258492,w,f,f,d,u
p,7.704652333160446,s,t,r,f,d,c,w,4.998151441149346,13.641778768374659,g,f,f,d,a
e,6.513197384547029,x,s,n,f,x,c,w,5.720866165774163,10.256752344780264,n,f,f,d,a
e,3.8560018999934975,x,t,y,f,a,c,w,4.799720882491047,8.663489596258946,o,f,f,d,a
e,11.257167779596635,x,i,n,t,p,c,n,8.357086677924093,19.254249783626097,n,t,p,d,u
e,9.866311327806192,x,y,n,t,e,c,n,10.965888597182984,18.036979209780643,w,t,p,d,a
p,4.246752034756479,f,d,e,f,d,c,y,4.309576105855174,6.5035579751320265,y,f,f,m,a
p,5.061096956510747,s,s,w,f,d,c,o,4.592272823829951,9.385288834098095,w,f,f,d,a
p,5.546463825488015,x,t,y,f,x,c,w,7.554900213507176,11.173647371173027,w,f,f,d,a
p,3.4140489191871763,b,g,w,f,a,c,n,5.949586976505139,6.2914100395523525,w,f,f,g,u
p,8.444154986379235,x,h,r,f,a,c,w,9.810259974771647,14.24305411077382,w,t,p,d,a
p,13.259296644838347,x,s,p,f,e,c,p,6.831735407601507,16.74368524497301,w,f,f,d,a
e,10.061081336059912,x,s,y,f,x,c,n,4.0487924392190875,14.924774034950895,w,t,f,d,a
p,3.9780209738572863,f,t,o,f,a,c,y,5.747632854174203,5.561882726604108,o,f,f,d,a
p,8.359339170390621,f,t,r,t,x,c,w,4.699849652374194,17.38546659218033,g,f,f,d,a
p,3.4261895161524647,s,d,y,f,d,c,o,3.798565587984771,4.08449110851171,y,f,f,d,u
e,6.453999837173058,f,t,g,f,a,c,w,8.170547140421256,9.367247318471977,w,f,f,d,u
e,5.759672592935039,x,t,n,f,x,c,w,8.375270070636345,5.802884839968286,n,f,f,d,a
e,3.6332666209066677,x,k,n,f,p,c,w,4.778935467437662,6.322977421915756,n,f,f,h,a
e,10.84830354714704,x,t,n,t,p,c,n,5.785679109910781,24.406684901187027,n,f,f,d,a
p,6.469162810200248,x,k,n,f,a,c,y,6.143641700529391,9.968752431904328,n,f,f,d,u
e,8.360775455298644,x,h,n,f,p,d,y,6.311992287292435,12.14153577739463,n,f,f,d,a
e,4.6176626595640045,x,y,n,f,s,c,w,4.667621504341575,4.923369796885858,w,f,f,d,a
e,11.846349074818324,p,d,e,f,a,c,w,5.6154457626339065,21.207653063315938,n,t,e,d,a
e,4.3913156580323935,x,w,n,f,a,d,k,5.8565846609944385,7.95060674262894,w,f,f,d,u
e,9.357980966147176,f,s,w,f,a,c,w,9.948811467724967,13.069645429174578,w,f,f,d,u
e,12.472201927381132,s,e,u,f,a,c,w,7.452265050776867,22.83118778756731,w,f,f,d,a
p,16.095123659277377,x,e,n,t,p,c,e,6.75218600018315,27.69597040637968,y,f,f,d,u
e,4.067381014581036,x,t,w,f,a,c,w,5.071482172006207,8.170067707870013,w,f,f,d,u
e,10.789066354431291,s,t,n,f,s,c,p,6.866729880404307,26.001651830860254,u,f,f,l,w
p,5.4273641699976505,x,h,n,f,a,c,y,4.305286076619594,5.964050493375038,o,t,z,d,a
p,7.631436710556198,f,t,w,f,e,c,w,6.414039747301613,13.78401638736174,w,t,e,d,a
p,5.058749180573308,x,h,e,f,x,c,w,9.929855418514569,9.175299328338216,w,f,f,d,a
e,6.097447613906388,f,t,n,f,x,c,w,5.910219225209135,9.90756340644334,w,f,f,d,a
p,5.180482848406789,b,h,g,f,s,c,g,6.335073875400388,6.207315737951185,n,t,f,d,u
e,17.429646219932813,x,t,n,t,p,c,o,11.449451260187823,26.512623752726384,w,f,f,d,u
p,8.153773146158478,x,s,o,t,p,c,r,4.942144017153597,12.185623099542543,n,f,f,d,u
e,7.101599596209295,x,y,o,f,p,c,y,3.70663523924354,12.056373124050586,o,f,f,d,a
e,10.136433932226597,p,y,n,f,a,c,w,7.600317619974896,18.522051989964865,n,t,e,d,a
p,4.754643186246974,b,t,n,f,a,c,g,4.7279795725662295,9.206165232019668,o,t,z,d,a
e,11.174342933460268,s,t,n,t,x,c,n,6.695199313589482,19.46695880898738,n,f,f,d,a
e,7.626365474102965,x,s,w,f,e,c,w,6.049238725164605,12.911445597181059,w,t,e,g,u
p,5.480663463481031,o,t,w,f,a,c,g,3.4485036241225857,9.726879608486225,w,f,f,d,a
e,6.57922129805173,x,t,n,f,x,c,w,7.703501152220239,13.394489595443934,w,f,f,d,a
e,6.37827935132171,f,h,g,f,s,d,g,5.444283512535158,11.734082089082442,n,f,f,d,a
p,5.022812827135596,x,g,e,f,a,c,e,5.006549776420209,6.179576853562017,n,f,f,h,s
p,5.96538799456176,x,d,e,t,p,c,y,5.222411623962262,11.279920145849891,e,f,f,d,a
p,5.914083303891875,b,y,n,f,a,c,y,10.363703125014178,13.015188870919047,o,t,f,d,a
p,5.794977579634904,o,s,e,f,a,f,f,6.110848946374192,24.911721621836712,n,t,f,d,s
e,11.407749589928079,x,e,w,t,e,c,o,8.943866298533045,16.69570181687836,w,f,r,g,a
p,3.766207928601692,f,t,w,f,x,c,p,6.945008055318041,4.604703341227417,p,f,f,d,a
p,13.64869675691033,x,t,n,f,p,c,y,5.026412007470806,29.92412123475963,n,f,f,d,a
p,6.5053051581429475,f,t,y,f,s,c,y,5.669455792720637,15.825373672119094,y,f,f,d,a
e,7.4787668294056955,x,t,y,f,x,c,y,6.8259146110476285,12.461556186735335,w,f,f,d,u
e,6.72758262104627,x,t,o,t,p,c,y,5.28488794321235,13.381599374995918,e,f,f,d,u
e,8.216486223987845,f,t,n,f,s,c,w,9.745327222671639,16.042875009217315,n,f,f,d,a
e,7.2000283490836505,f,s,k,f,a,c,w,5.180110941700568,14.664659439180475,w,f,f,d,u
e,4.213529705441933,x,t,n,f,a,c,w,5.549264876344517,6.153884355549845,g,f,f,h,u
p,12.851006614322323,x,s,n,t,s,c,y,8.124235256055124,18.109472114749806,n,f,f,d,a
e,3.698787061957996,f,y,g,f,a,d,g,5.837613717167031,7.409904646168901,w,f,f,d,w
e,6.975677591610994,x,t,n,f,p,c,y,5.9965531811986805,15.087143335148678,n,f,f,d,a
p,9.408891814981635,x,i,n,f,e,c,n,7.213206791797962,12.11132088117016,w,f,l,d,u
p,5.940622533442415,b,y,u,f,s,c,g,5.591874599386335,9.247226872279896,u,f,f,d,a
e,14.166283633887033,x,s,n,f,e,c,p,7.571459523695169,17.36996009884266,p,f,f,d,a
e,9.182827474394529,f,t,l,f,a,c,w,5.322943309473027,13.782640965322502,w,f,f,d,u
p,3.598695837781436,f,y,w,f,e,c,w,5.515334134126073,7.10730115307751,w,f,e,d,u
p,7.515892543070432,x,g,n,f,a,c,w,8.004474506956484,13.777882349826994,w,t,p,d,u
e,14.907879161388616,f,t,w,f,d,c,b,6.467091594780285,24.38345725115276,w,f,f,d,w
p,4.5446571973497685,f,i,k,f,a,c,p,4.6292008174990755,4.916764287956781,w,f,f,g,u
p,6.487781283278908,o,y,y,f,f,f,w,6.650987564512714,28.26684718484353,n,t,f,d,s
p,3.29390226056823,o,s,n,f,f,f,f,6.97485319329465,5.840879680211709,y,t,f,d,u
p,4.8160498357765515,b,y,n,f,a,c,g,4.364435513803016,4.071956481983168,w,f,f,d,u
e,4.614631441892063,x,t,o,f,a,c,o,4.519449906944873,6.028922259755985,y,f,f,g,a
p,6.415688535787392,f,h,y,f,x,c,n,7.221754475642667,9.128863066970828,w,f,f,d,u
p,7.673107257282423,x,t,y,f,x,c,y,3.965368062853575,16.248608041243735,y,f,f,d,a
e,5.11573923628946,x,d,e,f,a,c,y,6.10803394593173,8.518923493161946,o,f,f,g,u
p,4.976011349187797,b,t,n,f,a,c,k,4.441652352838082,5.28759628992167,n,t,f,m,u
p,13.433383252572366,f,t,n,f,p,c,y,4.9079374171274415,22.88455869864452,n,f,f,d,w
e,10.629403989032168,f,d,e,f,a,c,w,5.480433246277112,14.65613743194983,n,t,e,d,a
p,5.368158067989908,x,t,y,f,x,c,w,7.721206759439035,7.917124306559595,w,f,f,d,a
e,4.099843486047225,c,g,n,f,a,c,w,5.638496120004525,5.430754746859835,g,f,f,d,u
e,11.688488854688519,s,t,o,t,d,c,n,5.080492353134521,16.69509653860296,p,f,f,d,a
e,10.919956177558785,f,t,n,f,s,c,y,5.587471536477887,24.92772167011334,n,f,f,d,a
p,8.379092676068385,x,g,n,f,a,c,n,13.5278012898114,14.823456168877405,w,t,p,d,a
e,4.4778712363393405,x,t,y,f,a,c,w,5.095411774844744,6.496011041772243,y,f,f,g,a
p,5.196093472922494,f,d,n,f,a,c,y,4.858157443978773,6.273655219902131,n,f,f,g,a
p,7.929906934180724,p,g,n,f,e,c,w,6.48188455061035,12.895646779414722,w,t,p,d,u
e,3.825733427720516,x,h,o,f,a,c,w,5.108561091163962,6.4584512618505965,y,f,f,g,a
e,5.59816496477549,x,t,w,f,x,c,p,7.558916843723748,12.228697586596418,n,f,f,l,u
p,8.545751124193831,f,t,w,f,e,c,w,9.581147123364978,17.992572851689708,w,t,p,d,u
p,4.34756954566914,x,h,o,f,a,c,n,5.023859592830531,5.507507738967333,o,t,z,d,w
p,4.550511368027439,x,t,n,f,x,c,n,5.864739945541347,7.865055172517638,n,f,f,d,a
e,5.704345321400249,s,t,u,t,d,c,b,5.219370545063116,7.325023099598449,y,f,f,h,u
p,2.0583874823508665,x,t,y,f,a,c,y,5.54564852216337,6.7383744207746785,y,f,f,g,a
e,13.558558247219326,x,t,n,t,p,c,o,8.376673551541714,24.24587322552805,w,f,f,d,u
p,7.6426224819008945,x,h,y,f,a,d,w,5.580862671455308,14.544245931434698,w,t,f,d,a
e,2.017987327212161,x,g,e,f,a,c,w,5.942097528409801,5.986235603405746,e,f,f,g,u
e,7.141683014582355,f,t,n,f,e,c,w,10.799588997036965,13.499938288473375,w,f,f,d,a
p,13.296342680737961,x,h,n,t,p,c,e,5.614437259004892,27.971739535193198,y,f,f,d,a
e,10.882757154873346,x,t,n,t,p,c,y,8.71714012825533,23.504110079027516,n,f,f,d,a
p,7.829462182024525,x,s,k,t,s,d,r,4.719147610626725,17.36504711845438,w,f,f,d,u
e,4.629740216212473,f,w,g,f,a,d,g,4.827671532673177,7.527321023799301,w,f,f,d,u
p,9.043668465519358,s,t,p,t,d,c,p,9.031360571210516,15.524675101087617,p,f,f,d,a
p,12.502316861780661,x,h,n,f,e,c,p,9.51620528428308,19.65817223596148,w,t,p,d,a
e,7.667328127088265,f,t,w,f,a,c,w,6.909349970147042,19.817806262861485,w,f,f,d,a
p,5.4910421122812005,x,t,n,f,s,c,p,5.4538661565634525,8.517559317577852,w,t,z,d,u
p,5.283883486744525,x,t,w,f,a,d,w,5.508324237502089,6.190985785958855,w,f,f,g,a
p,0.909672295406329,x,g,y,f,a,c,n,5.672327782628047,7.215764486796238,n,f,f,d,a
p,3.945437780233741,x,g,w,f,a,d,w,4.035337969541697,6.0488045912622335,y,f,f,g,a
e,6.520979412322515,x,t,n,f,d,c,y,5.000557299797321,9.502701846484708,n,f,f,d,a
e,3.835199427315927,x,s,g,f,d,d,w,5.215331938194778,7.220300671832737,w,f,f,g,u
e,7.821326736714624,x,h,y,f,p,c,y,7.9011111385006245,15.525056405347005,n,t,p,d,u
e,7.739973150133531,x,k,n,f,p,d,y,7.0494141631401135,12.966888436447608,n,f,f,g,u
e,15.833399728055742,f,e,n,f,s,c,w,8.988763844788112,25.404528236501772,w,f,f,l,w
e,5.12100658239157,x,g,e,f,a,c,w,4.139438255726688,5.722489474048249,e,f,f,d,u
p,4.8165372546319505,b,t,w,f,a,c,g,5.647439347982053,6.874978302173126,u,f,f,d,u
p,3.7162265086648434,f,s,y,f,a,c,r,5.044645724545933,4.8624367080006,y,f,f,d,u
p,3.9315929589344467,b,s,w,f,e,f,f,5.848108713241952,10.387132530747401,w,t,e,d,u
e,9.2757053227181,o,t,w,f,a,c,w,3.9504589790685674,17.43337768384521,n,t,f,p,a
p,11.163149204855129,x,t,n,t,p,c,e,7.842345694635377,27.5451312661844,u,f,f,d,a
e,5.479315761281549,x,d,n,t,p,c,y,4.435718053349653,12.463599734749359,y,f,f,d,a
p,7.463179806566497,x,d,n,f,d,c,y,6.5272801844425405,7.162075779277058,y,t,f,d,a
p,8.196004151384223,x,t,n,f,a,c,w,12.159125648803263,16.213918551733034,w,t,p,d,u
e,4.4531340026062285,x,g,e,f,a,c,e,4.688852428971299,5.035263455121299,n,f,f,d,a
